Mach-Dash PRO,,,,
Template sheet: RPM is prefilled every 100rpm from the official range. Enter torque/current/voltage by graph reading or measurement as needed.,,,,
,,,,
ItemNo,15433,,,
ShaftType,double,,,
Official Voltage Range (V),2.4 - 3.0,,,
Official RPM Range,20000 - 24500,,,
Official Torque Range @ rec. load (mN·m),1.3 - 1.8,,,
Official Current Range (A),2.6 - 3.5,,,
Notes,small-dia. tires recommended,,,
Source,https://www.tamiya.com/cms/english/mini4wd/setupguide/motorguide.pdf,,,
,,,,
RPM,Torque_mNm,Current_A,Voltage_V,Note
20000,,,,
20100,,,,
20200,,,,
20300,,,,
20400,,,,
20500,,,,
20600,,,,
20700,,,,
20800,,,,
20900,,,,
21000,,,,
21100,,,,
21200,,,,
21300,,,,
21400,,,,
21500,,,,
21600,,,,
21700,,,,
21800,,,,
21900,,,,
22000,,,,
22100,,,,
22200,,,,
22300,,,,
22400,,,,
22500,,,,
22600,,,,
22700,,,,
22800,,,,
22900,,,,
23000,,,,
23100,,,,
23200,,,,
23300,,,,
23400,,,,
23500,,,,
23600,,,,
23700,,,,
23800,,,,
23900,,,,
24000,,,,
24100,,,,
24200,,,,
24300,,,,
24400,,,,
24500,,,,
