Light-Dash PRO,,,,
Template sheet: RPM is prefilled every 100rpm from the official range. Enter torque/current/voltage by graph reading or measurement as needed.,,,,
,,,,
ItemNo,15402,,,
ShaftType,double,,,
Official Voltage Range (V),2.4 - 3.0,,,
Official RPM Range,14600 - 17800,,,
Official Torque Range @ rec. load (mN·m),1.3 - 1.9,,,
Official Current Range (A),1.5 - 2.2,,,
Notes,,,,
Source,https://www.tamiya.com/cms/english/mini4wd/setupguide/motorguide.pdf,,,
,,,,
RPM,Torque_mNm,Current_A,Voltage_V,Note
14600,,,,
14700,,,,
14800,,,,
14900,,,,
15000,,,,
15100,,,,
15200,,,,
15300,,,,
15400,,,,
15500,,,,
15600,,,,
15700,,,,
15800,,,,
15900,,,,
16000,,,,
16100,,,,
16200,,,,
16300,,,,
16400,,,,
16500,,,,
16600,,,,
16700,,,,
16800,,,,
16900,,,,
17000,,,,
17100,,,,
17200,,,,
17300,,,,
17400,,,,
17500,,,,
17600,,,,
17700,,,,
17800,,,,
